source,meta_program,gene_marker
Epithelial,Androgen-prostate,IFI6
Epithelial,Cell-cycle,HMGB2
Epithelial,Cell-cycle,STMN1
Epithelial,Cell-cycle,UBE2C
Epithelial,Cell-cycle,CKS2
Epithelial,Cell-cycle,BIRC5
Epithelial,Cell-cycle,CENPW
Epithelial,Cell-cycle,CKS1B
Epithelial,Cell-cycle,TUBA1B
Epithelial,Cell-cycle,TK1
Epithelial,Cell-cycle,CCNB1
Epithelial,Cell-cycle,CENPF
Epithelial,Cell-cycle,H2AFZ
Epithelial,Cell-cycle,PTTG1
Epithelial,Cell-cycle,SMC4
Epithelial,Cell-cycle,TOP2A
Epithelial,Cell-cycle,CDK1
Epithelial,Cell-cycle,HMGN2
Epithelial,Cell-cycle,MAD2L1
Epithelial,Cell-cycle,NUSAP1
Epithelial,Cell-cycle,KIAA0101
Epithelial,Cell-cycle,PRC1
Epithelial,Cell-cycle,TYMS
Epithelial,Cell-cycle,CDC20
Epithelial,Cell-cycle,HIST1H4C
Epithelial,Cell-cycle,SMC2
Epithelial,Cell-cycle,MKI67
Epithelial,Cell-cycle,KIF20B
Epithelial,Cell-cycle,TUBB
Epithelial,Cell-cycle,ZWINT
Epithelial,Cell-cycle,CDKN3
Epithelial,Cell-cycle,PCNA
Epithelial,Cell-cycle,CCNB2
Epithelial,Cell-cycle,DTYMK
Epithelial,Cell-cycle,CCDC34
Epithelial,Cell-cycle,UBE2S
Epithelial,Cell-cycle,KPNA2
Epithelial,Cell-cycle,TPX2
Epithelial,Cell-cycle,UBE2T
Epithelial,Cell-cycle,ANP32E
Epithelial,Cell-cycle,DEK
Epithelial,Cell-cycle,H2AFV
Epithelial,Cell-cycle,HMGB3
Epithelial,Cell-cycle,RRM2
Epithelial,Cell-cycle,TMPO
Epithelial,Cell-cycle,ASPM
Epithelial,Cell-cycle,CENPU
Epithelial,Cell-cycle,DUT
Epithelial,Cell-cycle,NUDT1
Epithelial,Cell-cycle,RPA3
Epithelial,Cell-cycle,TUBB4B
Epithelial,Cilia,TPPP3
Epithelial,Cilia,CAPS
Epithelial,Cilia,CETN2
Epithelial,Cilia,PIFO
Epithelial,Cilia,C20ORF85
Epithelial,Cilia,C9ORF24
Epithelial,Cilia,MORN2
Epithelial,Cilia,RSPH1
Epithelial,Cilia,FAM183A
Epithelial,Cilia,TSPAN1
Epithelial,Cilia,C5ORF49
Epithelial,Cilia,C9ORF116
Epithelial,Cilia,C1ORF194
Epithelial,Cilia,ODF3B
Epithelial,Cilia,FAM229B
Epithelial,Cilia,DYNLRB2
Epithelial,Cilia,SNTN
Epithelial,Cilia,C11ORF88
Epithelial,Cilia,CAPSL
Epithelial,Cilia,LRRIQ1
Epithelial,Cilia,MRPS31
Epithelial,Cilia,PSENEN
Epithelial,Cilia,ZMYND10
Epithelial,Cilia,MS4A8
Epithelial,Cilia,WDR54
Epithelial,Cilia,FOXJ1
Epithelial,Cilia,IGFBP7
Epithelial,Cilia,CCDC78
Epithelial,Cilia,DNAAF1
Epithelial,Cilia,MORN5
Epithelial,Cilia,TUBA1A
Epithelial,Cilia,C12ORF75
Epithelial,Cilia,CCDC146
Epithelial,Cilia,CFAP126
Epithelial,Cilia,KIF9
Epithelial,Cilia,EFHC1
Epithelial,Cilia,FAM92B
Epithelial,Cilia,TMEM190
Epithelial,Cilia,CFAP53
Epithelial,Cilia,CRIP1
Epithelial,Cilia,TCTEX1D2
Epithelial,Cilia,C2ORF40
Epithelial,Cilia,AGR3
Epithelial,Cilia,CCDC170
Epithelial,Cilia,DYNLL1
Epithelial,Cilia,OMG
Epithelial,Cilia,CES1
Epithelial,Cilia,TUBB4B
Epithelial,Cilia,IK
Epithelial,Cilia,TEKT1
Epithelial,Colon-related,TFF3
Epithelial,Colon-related,FCGBP
Epithelial,Colon-related,REG4
Epithelial,Colon-related,ZG16
Epithelial,Colon-related,ITLN1
Epithelial,Colon-related,SERPINA1
Epithelial,Colon-related,SPINK4
Epithelial,Colon-related,ST6GALNAC1
Epithelial,Colon-related,CLCA1
Epithelial,Colon-related,GSN
Epithelial,Colon-related,KLK1
Epithelial,Colon-related,F3
Epithelial,Colon-related,LYPD8
Epithelial,Colon-related,REP15
Epithelial,Colon-related,RNASE1
Epithelial,Colon-related,TFF1
Epithelial,Colon-related,WFDC2
Epithelial,Colon-related,AGR2
Epithelial,Colon-related,BCAS1
Epithelial,Colon-related,LRRC26
Epithelial,Colon-related,MLPH
Epithelial,Colon-related,MUC2
Epithelial,Colon-related,ANKRD36C
Epithelial,Colon-related,AQP3
Epithelial,Colon-related,HES6
Epithelial,Colon-related,HPCAL1
Epithelial,Colon-related,IFI6
Epithelial,Colon-related,ITM2A
Epithelial,Colon-related,JMJD1C
Epithelial,Colon-related,KIAA1324
Epithelial,Colon-related,KRT20
Epithelial,Colon-related,LINC00261
Epithelial,Colon-related,LMAN1
Epithelial,Colon-related,MT1G
Epithelial,Colon-related,PHLDA1
Epithelial,Colon-related,REG3A
Epithelial,Colon-related,SEC24D
Epithelial,Colon-related,SYTL2
Epithelial,Colon-related,TPSG1
Epithelial,Colon-related,XBP1
Epithelial,Colon-related,DST
Epithelial,Colon-related,HSPA5
Epithelial,Colon-related,SLC12A2
Epithelial,Colon-related,SPINK1
Epithelial,Colon-related,MGLL
Epithelial,Colon-related,HEPACAM2
Epithelial,Colon-related,ABCA5
Epithelial,Colon-related,FER1L6
Epithelial,Colon-related,PHGR1
Epithelial,Colon-related,HSP90B1
Epithelial,EMT-like1,DST
Epithelial,EMT-like1,KRT15
Epithelial,EMT-like1,KRT17
Epithelial,EMT-like1,CAV1
Epithelial,EMT-like1,S100A2
Epithelial,EMT-like1,MT2A
Epithelial,EMT-like1,CXCL14
Epithelial,EMT-like1,KRT14
Epithelial,EMT-like1,LAMB3
Epithelial,EMT-like1,CALD1
Epithelial,EMT-like1,IGFBP7
Epithelial,EMT-like1,COL17A1
Epithelial,EMT-like1,CYR61
Epithelial,EMT-like1,KRT5
Epithelial,EMT-like1,PTRF
Epithelial,EMT-like1,FHL2
Epithelial,EMT-like1,LGALS1
Epithelial,EMT-like1,SFN
Epithelial,EMT-like1,TAGLN
Epithelial,EMT-like1,CCL2
Epithelial,EMT-like1,MT1E
Epithelial,EMT-like1,TPM2
Epithelial,EMT-like1,IGFBP2
Epithelial,EMT-like1,ITGB1
Epithelial,EMT-like1,MT1X
Epithelial,EMT-like1,ITGB4
Epithelial,EMT-like1,DCN
Epithelial,EMT-like1,IFITM3
Epithelial,EMT-like1,SPARC
Epithelial,EMT-like1,AREG
Epithelial,EMT-like1,TGFBI
Epithelial,EMT-like1,TIMP1
Epithelial,EMT-like1,FLNA
Epithelial,EMT-like1,ITGA6
Epithelial,EMT-like1,MYC
Epithelial,EMT-like1,PHLDA1
Epithelial,EMT-like1,SERPINF1
Epithelial,EMT-like1,TNFRSF12A
Epithelial,EMT-like1,ACTN1
Epithelial,EMT-like1,C1R
Epithelial,EMT-like1,COL7A1
Epithelial,EMT-like1,LAMC2
Epithelial,EMT-like1,MMP10
Epithelial,EMT-like1,MYL9
Epithelial,EMT-like1,VIM
Epithelial,EMT-like1,ACTA2
Epithelial,EMT-like1,POSTN
Epithelial,EMT-like1,CRYAB
Epithelial,EMT-like1,COL18A1
Epithelial,EMT-like1,PDLIM1
Epithelial,EMT-like2,IL32
Epithelial,EMT-like2,MMP7
Epithelial,EMT-like2,VIM
Epithelial,EMT-like2,ANXA1
Epithelial,EMT-like2,BIRC3
Epithelial,EMT-like2,KRT7
Epithelial,EMT-like2,CCL2
Epithelial,EMT-like2,TM4SF1
Epithelial,EMT-like2,TPM1
Epithelial,EMT-like2,TYMP
Epithelial,EMT-like2,ANXA3
Epithelial,EMT-like2,CALD1
Epithelial,EMT-like2,CD24
Epithelial,EMT-like2,KRT17
Epithelial,EMT-like2,ANXA2
Epithelial,EMT-like2,DEFB1
Epithelial,EMT-like2,LGALS1
Epithelial,EMT-like2,RND3
Epithelial,EMT-like2,SAA1
Epithelial,EMT-like2,SOD2
Epithelial,EMT-like2,TNFAIP2
Epithelial,EMT-like2,TNFRSF12A
Epithelial,EMT-like2,TUBA1A
Epithelial,EMT-like2,C15ORF48
Epithelial,EMT-like2,CCND1
Epithelial,EMT-like2,CDC42EP1
Epithelial,EMT-like2,IFI27
Epithelial,EMT-like2,KRT23
Epithelial,EMT-like2,MALL
Epithelial,EMT-like2,NFKBIA
Epithelial,EMT-like2,PLAUR
Epithelial,EMT-like2,SFN
Epithelial,EMT-like2,TACSTD2
Epithelial,EMT-like2,CST6
Epithelial,EMT-like2,HLA-DQA1
Epithelial,EMT-like2,RARRES1
Epithelial,EMT-like2,RBP1
Epithelial,EMT-like2,TIMP1
Epithelial,EMT-like2,THBS1
Epithelial,EMT-like2,TMSB4X
Epithelial,EMT-like2,LTF
Epithelial,EMT-like2,EMP3
Epithelial,EMT-like2,ANKRD36C
Epithelial,EMT-like2,CCL28
Epithelial,EMT-like2,TGFB2
Epithelial,EMT-like2,LAMB3
Epithelial,EMT-like2,GBP1
Epithelial,EMT-like2,SPTSSB
Epithelial,EMT-like2,CLDN1
Epithelial,EMT-like2,CLDN3
Epithelial,Epi1,AGER
Epithelial,Epi1,CAV1
Epithelial,Epi1,EMP2
Epithelial,Epi1,CAV2
Epithelial,Epi1,ANXA3
Epithelial,Epi1,CYP4B1
Epithelial,Epi1,RTKN2
Epithelial,Epi1,CLIC3
Epithelial,Epi1,SPOCK2
Epithelial,Epi1,MYL9
Epithelial,Epi1,GPRC5A
Epithelial,Epi1,IGFBP7
Epithelial,Epi1,KRT7
Epithelial,Epi1,TNNC1
Epithelial,Epi1,TSPAN13
Epithelial,Epi1,CEACAM6
Epithelial,Epi1,LMO7
Epithelial,Epi1,RAB11FIP1
Epithelial,Epi1,RGCC
Epithelial,Epi1,CLDN18
Epithelial,Epi1,TIMP3
Epithelial,Epi1,ADIRF
Epithelial,Epi1,CLIC5
Epithelial,Epi1,SCEL
Epithelial,Epi1,AQP4
Epithelial,Epi1,CST6
Epithelial,Epi1,GAS6
Epithelial,Epi1,IL32
Epithelial,Epi1,SEMA3B
Epithelial,Epi1,UPK3B
Epithelial,Epi1,ANXA2
Epithelial,Epi1,IFI27
Epithelial,Epi1,VEGFA
Epithelial,Epi1,CD55
Epithelial,Epi1,S100A10
Epithelial,Epi1,C19ORF33
Epithelial,Epi1,PDLIM2
Epithelial,Epi1,SLC39A8
Epithelial,Epi1,AHNAK
Epithelial,Epi1,ANKRD29
Epithelial,Epi1,CD151
Epithelial,Epi1,GGTLC1
Epithelial,Epi1,KRT19
Epithelial,Epi1,ANOS1
Epithelial,Epi1,RDX
Epithelial,Epi1,S100A4
Epithelial,Epi1,SPARC
Epithelial,Epi1,SUSD2
Epithelial,Epi1,LIMCH1
Epithelial,Epi1,FMO2
Epithelial,Epi2,WFDC2
Epithelial,Epi2,ADIRF
Epithelial,Epi2,S100A2
Epithelial,Epi2,SLPI
Epithelial,Epi2,ANXA2
Epithelial,Epi2,CLDN10
Epithelial,Epi2,ITM2C
Epithelial,Epi2,KRT7
Epithelial,Epi2,LY6E
Epithelial,Epi2,KRT19
Epithelial,Epi2,LGALS3
Epithelial,Epi2,MUC1
Epithelial,Epi2,S100A11
Epithelial,Epi2,S100A6
Epithelial,Epi2,SLC12A1
Epithelial,Epi2,SOD3
Epithelial,Epi2,TIMP1
Epithelial,Epi2,CXCL14
Epithelial,Epi2,IFITM3
Epithelial,Epi2,MGLL
Epithelial,Epi2,MMP7
Epithelial,Epi2,TACSTD2
Epithelial,Epi2,TM4SF1
Epithelial,Epi2,TSPAN8
Epithelial,Epi2,ANXA1
Epithelial,Epi2,CA4
Epithelial,Epi2,CD24
Epithelial,Epi2,CLDN16
Epithelial,Epi2,CLDN7
Epithelial,Epi2,CLU
Epithelial,Epi2,DEPTOR
Epithelial,Epi2,IGFBP2
Epithelial,Epi2,KRT17
Epithelial,Epi2,MAL
Epithelial,Epi2,PCSK1N
Epithelial,Epi2,PERP
Epithelial,Epi2,PTH1R
Epithelial,Epi2,S100A10
Epithelial,Epi2,S100A14
Epithelial,Epi2,TSPAN1
Epithelial,Epi2,S100A9
Epithelial,Epi2,SOD2
Epithelial,Epi2,IGFBP6
Epithelial,Epi2,KNG1
Epithelial,Epi2,PAPPA2
Epithelial,Epi2,S100A4
Epithelial,Epi2,ATP1B1
Epithelial,Epi2,CD74
Epithelial,Epi2,ACPP
Epithelial,Epi2,HLA-B
Epithelial,Epi3,HBEGF
Epithelial,Epi3,ODC1
Epithelial,Epi3,AREG
Epithelial,Epi3,KRT16
Epithelial,Epi3,PHLDA1
Epithelial,Epi3,FGFBP1
Epithelial,Epi3,FOSL1
Epithelial,Epi3,KRT17
Epithelial,Epi3,KRT6A
Epithelial,Epi3,NDRG1
Epithelial,Epi3,EPHA2
Epithelial,Epi3,IER3
Epithelial,Epi3,KRT6B
Epithelial,Epi3,LAMA3
Epithelial,Epi3,LAMC2
Epithelial,Epi3,LYPD3
Epithelial,Epi3,MAP7D1
Epithelial,Epi3,PTPRE
Epithelial,Epi3,S100A9
Epithelial,Epi3,SMOX
Epithelial,Epi3,TNFRSF12A
Epithelial,Epi3,ANXA1
Epithelial,Epi3,BNIP3
Epithelial,Epi3,CALD1
Epithelial,Epi3,CDKN1A
Epithelial,Epi3,ECM1
Epithelial,Epi3,EGLN3
Epithelial,Epi3,HAS3
Epithelial,Epi3,INHBA
Epithelial,Epi3,LY6D
Epithelial,Epi3,NDUFA4L2
Epithelial,Epi3,NPPB
Epithelial,Epi3,PHLDA2
Epithelial,Epi3,S100A2
Epithelial,Epi3,S100A8
Epithelial,Epi3,SERPINB2
Epithelial,Epi3,TGM1
Epithelial,Epi3,TUBA1C
Epithelial,Epi3,TUBB6
Epithelial,Epi3,VEGFA
Epithelial,Epi3,KRT6C
Epithelial,Epi3,GJB2
Epithelial,Epi3,KDM6B
Epithelial,Epi3,GJB3
Epithelial,Epi3,SOWAHC
Epithelial,Epi3,KLHL21
Epithelial,Epi3,FSCN1
Epithelial,Epi3,DDX21
Epithelial,Epi3,NOP16
Epithelial,Epi3,ZC3H12A
Epithelial,Epi4,CD9
Epithelial,Epi4,EPCAM
Epithelial,Epi4,HSP90B1
Epithelial,Epi4,SPINT2
Epithelial,Epi4,APLP2
Epithelial,Epi4,BSG
Epithelial,Epi4,CD63
Epithelial,Epi4,LAPTM4A
Epithelial,Epi4,LGALS3BP
Epithelial,Epi4,P4HB
Epithelial,Epi4,PDIA3
Epithelial,Epi4,PDIA6
Epithelial,Epi4,TMED9
Epithelial,Epi4,CALR
Epithelial,Epi4,CST3
Epithelial,Epi4,LMAN1
Epithelial,Epi4,NPC2
Epithelial,Epi4,PAEP
Epithelial,Epi4,PSAP
Epithelial,Epi4,TACSTD2
Epithelial,Epi4,TMEM59
Epithelial,Epi4,WFDC2
Epithelial,Epi4,SFTPB
Epithelial,Epi4,TFPI
Epithelial,Epi4,APP
Epithelial,Epi4,CANX
Epithelial,Epi4,NAPSA
Epithelial,Epi4,HLA-A
Epithelial,Epi4,AGR2
Epithelial,Epi4,TMED10
Epithelial,Epi4,CD74
Epithelial,Epi4,SYPL1
Epithelial,Epi4,SYNGR2
Epithelial,Epi4,PPIB
Epithelial,Epi4,TMED2
Epithelial,Epi4,MYDGF
Epithelial,Epi4,HLA-B
Epithelial,Epi4,ICAM1
Epithelial,Epi4,AREG
Epithelial,Epi4,CTSH
Epithelial,Epi4,PERP
Epithelial,Epi4,TSPAN13
Epithelial,Epi4,TMCO1
Epithelial,Epi4,CEACAM6
Epithelial,Epi4,ITM2B
Epithelial,Epi4,BCAM
Epithelial,Epi4,CCL20
Epithelial,Epi4,ITGB1
Epithelial,Epi4,LY6E
Epithelial,Epi4,CD47
Epithelial,EpiSen,S100A8
Epithelial,EpiSen,S100A9
Epithelial,EpiSen,KRT6A
Epithelial,EpiSen,FABP5
Epithelial,EpiSen,KRT16
Epithelial,EpiSen,KRT6B
Epithelial,EpiSen,LYPD3
Epithelial,EpiSen,SPRR1B
Epithelial,EpiSen,SBSN
Epithelial,EpiSen,KRT13
Epithelial,EpiSen,LY6D
Epithelial,EpiSen,SPINK5
Epithelial,EpiSen,CSTA
Epithelial,EpiSen,GLTP
Epithelial,EpiSen,SLPI
Epithelial,EpiSen,KRTDAP
Epithelial,EpiSen,S100A7
Epithelial,EpiSen,SULT2B1
Epithelial,EpiSen,DSC2
Epithelial,EpiSen,CALML3
Epithelial,EpiSen,CRABP2
Epithelial,EpiSen,SERPINB3
Epithelial,EpiSen,DMKN
Epithelial,EpiSen,GJB2
Epithelial,EpiSen,KLK11
Epithelial,EpiSen,SERPINB1
Epithelial,EpiSen,CALML5
Epithelial,EpiSen,SERPINB4
Epithelial,EpiSen,CLDN4
Epithelial,EpiSen,IL1RN
Epithelial,EpiSen,KRT4
Epithelial,EpiSen,KRT6C
Epithelial,EpiSen,PDZK1IP1
Epithelial,EpiSen,RHCG
Epithelial,EpiSen,CD24
Epithelial,EpiSen,CLIC3
Epithelial,EpiSen,IVL
Epithelial,EpiSen,AKR1B10
Epithelial,EpiSen,AQP3
Epithelial,EpiSen,C10ORF99
Epithelial,EpiSen,CSTB
Epithelial,EpiSen,MAL2
Epithelial,EpiSen,PKP1
Epithelial,EpiSen,TMEM45A
Epithelial,EpiSen,KRT10
Epithelial,EpiSen,RAB25
Epithelial,EpiSen,SERPINB13
Epithelial,EpiSen,SPRR1A
Epithelial,EpiSen,TMEM40
Epithelial,EpiSen,KRT1
Epithelial,Interferon/MHC,IFI27
Epithelial,Interferon/MHC,IFITM3
Epithelial,Interferon/MHC,CD74
Epithelial,Interferon/MHC,GNG11
Epithelial,Interferon/MHC,SLC9A3R2
Epithelial,Interferon/MHC,HLA-B
Epithelial,Interferon/MHC,HLA-DRA
Epithelial,Interferon/MHC,RAMP2
Epithelial,Interferon/MHC,TMSB4X
Epithelial,Interferon/MHC,HLA-C
Epithelial,Interferon/MHC,IFITM2
Epithelial,Interferon/MHC,IGFBP5
Epithelial,Interferon/MHC,MGP
Epithelial,Interferon/MHC,VIM
Epithelial,Interferon/MHC,B2M
Epithelial,Interferon/MHC,EMCN
Epithelial,Interferon/MHC,FKBP1A
Epithelial,Interferon/MHC,HLA-A
Epithelial,Interferon/MHC,HLA-DRB1
Epithelial,Interferon/MHC,TM4SF1
Epithelial,Interferon/MHC,TMSB10
Epithelial,Interferon/MHC,DUSP1
Epithelial,Interferon/MHC,RNASE1
Epithelial,Interferon/MHC,VAMP5
Epithelial,Interferon/MHC,BST2
Epithelial,Interferon/MHC,HLA-DPA1
Epithelial,Interferon/MHC,HLA-E
Epithelial,Interferon/MHC,SPARC
Epithelial,Interferon/MHC,ID1
Epithelial,Interferon/MHC,LGALS1
Epithelial,Interferon/MHC,MT2A
Epithelial,Interferon/MHC,MYL12A
Epithelial,Interferon/MHC,TIMP3
Epithelial,Interferon/MHC,ANXA2
Epithelial,Interferon/MHC,EPAS1
Epithelial,Interferon/MHC,PLPP3
Epithelial,Interferon/MHC,RAMP3
Epithelial,Interferon/MHC,GIMAP7
Epithelial,Interferon/MHC,HLA-DRB5
Epithelial,Interferon/MHC,IFITM1
Epithelial,Interferon/MHC,IGFBP7
Epithelial,Interferon/MHC,A2M
Epithelial,Interferon/MHC,CRIP2
Epithelial,Interferon/MHC,HLA-DPB1
Epithelial,Interferon/MHC,ID3
Epithelial,Interferon/MHC,PLAT
Epithelial,Interferon/MHC,TSC22D1
Epithelial,Interferon/MHC,SDPR
Epithelial,Interferon/MHC,CRHBP
Epithelial,Interferon/MHC,ENG
Epithelial,MYC,FABP5
Epithelial,MYC,MRPL12
Epithelial,MYC,NME1
Epithelial,MYC,SRM
Epithelial,MYC,NOP16
Epithelial,MYC,POLD2
Epithelial,MYC,MYC
Epithelial,MYC,TOMM40
Epithelial,MYC,AHCY
Epithelial,MYC,DKC1
Epithelial,MYC,EEF1E1
Epithelial,MYC,MRPL3
Epithelial,MYC,TKT
Epithelial,MYC,ALG3
Epithelial,MYC,BZW2
Epithelial,MYC,C1QBP
Epithelial,MYC,FBL
Epithelial,MYC,GCSH
Epithelial,MYC,GPATCH4
Epithelial,MYC,IMPDH2
Epithelial,MYC,MRPS12
Epithelial,MYC,NIFK
Epithelial,MYC,NPM3
Epithelial,MYC,REG4
Epithelial,MYC,RUVBL1
Epithelial,MYC,TRAP1
Epithelial,MYC,AKR1B10
Epithelial,MYC,CA2
Epithelial,MYC,CKMT1A
Epithelial,MYC,DCTPP1
Epithelial,MYC,EBNA1BP2
Epithelial,MYC,EBPL
Epithelial,MYC,EIF4EBP1
Epithelial,MYC,EXOSC5
Epithelial,MYC,GNL3
Epithelial,MYC,ISOC2
Epithelial,MYC,LYZ
Epithelial,MYC,MRPL24
Epithelial,MYC,MT1G
Epithelial,MYC,NOB1
Epithelial,MYC,OLFM4
Epithelial,MYC,PAICS
Epithelial,MYC,PHB
Epithelial,MYC,PRMT1
Epithelial,MYC,RSL1D1
Epithelial,MYC,STOML2
Epithelial,MYC,TOMM22
Epithelial,MYC,TPPP3
Epithelial,MYC,CISD3
Epithelial,MYC,F12
Epithelial,Metabolism-Kidney1,GLYAT
Epithelial,Metabolism-Kidney1,UGT2B7
Epithelial,Metabolism-Kidney1,NAT8
Epithelial,Metabolism-Kidney1,DAB2
Epithelial,Metabolism-Kidney1,LGALS2
Epithelial,Metabolism-Kidney1,PDZK1IP1
Epithelial,Metabolism-Kidney1,BHMT
Epithelial,Metabolism-Kidney1,C11ORF54
Epithelial,Metabolism-Kidney1,SLC3A1
Epithelial,Metabolism-Kidney1,ALDOB
Epithelial,Metabolism-Kidney1,BBOX1
Epithelial,Metabolism-Kidney1,CRYAB
Epithelial,Metabolism-Kidney1,MIOX
Epithelial,Metabolism-Kidney1,PCK1
Epithelial,Metabolism-Kidney1,PDZK1
Epithelial,Metabolism-Kidney1,ACSM2B
Epithelial,Metabolism-Kidney1,APOE
Epithelial,Metabolism-Kidney1,ACSM2A
Epithelial,Metabolism-Kidney1,CUBN
Epithelial,Metabolism-Kidney1,HRSP12
Epithelial,Metabolism-Kidney1,IL32
Epithelial,Metabolism-Kidney1,RBP5
Epithelial,Metabolism-Kidney1,TMEM27
Epithelial,Metabolism-Kidney1,CXCL14
Epithelial,Metabolism-Kidney1,GATM
Epithelial,Metabolism-Kidney1,GSTA1
Epithelial,Metabolism-Kidney1,MGST1
Epithelial,Metabolism-Kidney1,PEPD
Epithelial,Metabolism-Kidney1,AKR1C3
Epithelial,Metabolism-Kidney1,DPEP1
Epithelial,Metabolism-Kidney1,MT1F
Epithelial,Metabolism-Kidney1,MT1G
Epithelial,Metabolism-Kidney1,SPP1
Epithelial,Metabolism-Kidney1,HPD
Epithelial,Metabolism-Kidney1,MT1H
Epithelial,Metabolism-Kidney1,MT1X
Epithelial,Metabolism-Kidney1,SMIM24
Epithelial,Metabolism-Kidney1,AKR1A1
Epithelial,Metabolism-Kidney1,FABP1
Epithelial,Metabolism-Kidney1,HAO2
Epithelial,Metabolism-Kidney1,LRP2
Epithelial,Metabolism-Kidney1,OCIAD2
Epithelial,Metabolism-Kidney1,SLC5A12
Epithelial,Metabolism-Kidney1,AZGP1
Epithelial,Metabolism-Kidney1,GLYATL1
Epithelial,Metabolism-Kidney1,KHK
Epithelial,Metabolism-Kidney1,NEAT1
Epithelial,Metabolism-Kidney1,SLC16A9
Epithelial,Metabolism-Kidney1,TSPAN1
Epithelial,Metabolism-Kidney1,TMEM176A
Epithelial,Metabolism-Kidney2,AQP2
Epithelial,Metabolism-Kidney2,HSD11B2
Epithelial,Metabolism-Kidney2,RALBP1
Epithelial,Metabolism-Kidney2,AQP3
Epithelial,Metabolism-Kidney2,FXYD4
Epithelial,Metabolism-Kidney2,KRT19
Epithelial,Metabolism-Kidney2,ARG2
Epithelial,Metabolism-Kidney2,CTSH
Epithelial,Metabolism-Kidney2,GATA3
Epithelial,Metabolism-Kidney2,HMGCS2
Epithelial,Metabolism-Kidney2,TPM4
Epithelial,Metabolism-Kidney2,CDH16
Epithelial,Metabolism-Kidney2,CLDN8
Epithelial,Metabolism-Kidney2,WFDC2
Epithelial,Metabolism-Kidney2,BTG2
Epithelial,Metabolism-Kidney2,CA2
Epithelial,Metabolism-Kidney2,FOLR1
Epithelial,Metabolism-Kidney2,NDRG1
Epithelial,Metabolism-Kidney2,SCNN1G
Epithelial,Metabolism-Kidney2,ASAH1
Epithelial,Metabolism-Kidney2,ATP1B1
Epithelial,Metabolism-Kidney2,CLU
Epithelial,Metabolism-Kidney2,IER3
Epithelial,Metabolism-Kidney2,PTGER1
Epithelial,Metabolism-Kidney2,S100A2
Epithelial,Metabolism-Kidney2,SCPEP1
Epithelial,Metabolism-Kidney2,STC1
Epithelial,Metabolism-Kidney2,CALB1
Epithelial,Metabolism-Kidney2,CLDN7
Epithelial,Metabolism-Kidney2,EMX1
Epithelial,Metabolism-Kidney2,EPCAM
Epithelial,Metabolism-Kidney2,LHX1
Epithelial,Metabolism-Kidney2,MAL2
Epithelial,Metabolism-Kidney2,MAN1A1
Epithelial,Metabolism-Kidney2,PAPPA
Epithelial,Metabolism-Kidney2,PTGR1
Epithelial,Metabolism-Kidney2,RCAN1
Epithelial,Metabolism-Kidney2,RTN3
Epithelial,Metabolism-Kidney2,SELM
Epithelial,Metabolism-Kidney2,SLC8A1
Epithelial,Metabolism-Kidney2,SMIM22
Epithelial,Metabolism-Kidney2,TACSTD2
Epithelial,Metabolism-Kidney2,TMSB4X
Epithelial,Metabolism-Kidney2,TSPAN1
Epithelial,Metabolism-Kidney2,WNK1
Epithelial,Metabolism-Kidney2,WSB1
Epithelial,Metabolism-Kidney2,ST6GAL1
Epithelial,Metabolism-Kidney2,SCNN1B
Epithelial,Metabolism-Kidney2,GATA3-AS1
Epithelial,Metabolism-Kidney2,ANXA2
Epithelial,Neuroendocrine,INS
Epithelial,Neuroendocrine,PCSK1N
Epithelial,Neuroendocrine,TTR
Epithelial,Neuroendocrine,FXYD2
Epithelial,Neuroendocrine,GNAS
Epithelial,Neuroendocrine,QPCT
Epithelial,Neuroendocrine,BEX1
Epithelial,Neuroendocrine,CD99
Epithelial,Neuroendocrine,CHGA
Epithelial,Neuroendocrine,CPE
Epithelial,Neuroendocrine,SCG5
Epithelial,Neuroendocrine,SCGN
Epithelial,Neuroendocrine,CHGB
Epithelial,Neuroendocrine,ERO1LB
Epithelial,Neuroendocrine,HADH
Epithelial,Neuroendocrine,MEG3
Epithelial,Neuroendocrine,PAM
Epithelial,Neuroendocrine,SCG3
Epithelial,Neuroendocrine,SEC11C
Epithelial,Neuroendocrine,SLC30A8
Epithelial,Neuroendocrine,ASB9
Epithelial,Neuroendocrine,CLU
Epithelial,Neuroendocrine,FAM105A
Epithelial,Neuroendocrine,GAD2
Epithelial,Neuroendocrine,NEUROD1
Epithelial,Neuroendocrine,PFN2
Epithelial,Neuroendocrine,SCGB2A1
Epithelial,Neuroendocrine,TUBA1A
Epithelial,Neuroendocrine,BEX2
Epithelial,Neuroendocrine,BTG3
Epithelial,Neuroendocrine,C10ORF10
Epithelial,Neuroendocrine,IGFBP7
Epithelial,Neuroendocrine,MAFB
Epithelial,Neuroendocrine,MAP1B
Epithelial,Neuroendocrine,MEIS2
Epithelial,Neuroendocrine,MIR7-3HG
Epithelial,Neuroendocrine,NGFRAP1
Epithelial,Neuroendocrine,NKX2-2
Epithelial,Neuroendocrine,PAX6
Epithelial,Neuroendocrine,PCSK2
Epithelial,Neuroendocrine,PTPRN
Epithelial,Neuroendocrine,RASD1
Epithelial,Neuroendocrine,RHOBTB3
Epithelial,Neuroendocrine,SCG2
Epithelial,Neuroendocrine,STMN2
Epithelial,Neuroendocrine,UCHL1
